Id,Expected
0,0
1,0
2,0
3,0
4,1
5,1
6,1
7,1
8,1
9,1
10,0
11,1
12,0
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,0
22,1
23,0
24,1
25,1
26,0
27,0
28,0
29,0
30,1
31,1
32,0
33,0
34,0
35,1
36,1
37,1
38,1
39,0
40,0
41,0
42,1
43,0
44,1
45,1
46,1
47,0
48,1
49,1
50,1
51,1
52,0
53,1
54,0
55,1
56,1
57,1
58,1
59,0
60,0
61,0
62,0
63,0
64,1
65,1
66,1
67,1
68,0
69,0
70,1
71,1
72,0
73,0
74,1
75,1
76,1
77,1
78,0
79,0
80,1
81,0
82,1
83,1
84,1
85,1
86,0
87,1
88,1
89,1
90,0
91,1
92,0
93,0
94,1
95,1
96,1
97,1
98,0
99,0
100,1
101,0
102,1
103,1
104,0
105,1
106,1
107,1
108,1
109,1
110,0
111,1
112,0
113,1
114,0
115,0
116,1
117,1
118,1
119,1
120,0
121,0
122,1
123,1
124,0
125,0
126,0
127,1
128,0
129,1
130,0
131,1
132,0
133,1
134,0
135,1
136,0
137,1
138,0
139,1
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,1
151,1
152,0
153,0
154,0
155,0
156,1
157,0
158,1
159,0
160,0
161,0
162,1
163,1
164,1
165,1
166,0
167,1
168,0
169,0
170,1
171,1
172,0
173,1
174,0
175,0
176,0
177,0
178,0
179,0
180,1
181,1
182,0
183,0
184,1
185,0
186,1
187,0
188,1
189,1
190,1
191,0
192,0
193,1
194,0
195,0
196,0
197,1
198,1
199,0
200,1
201,1
202,0
203,1
204,0
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,0
215,1
216,0
217,1
218,1
219,0
220,0
221,0
222,1
223,1
224,0
225,1
226,0
227,1
228,0
229,0
230,1
231,1
232,0
233,1
234,1
235,1
236,1
237,1
238,0
239,0
240,0
241,1
242,1
243,1
244,0
245,1
246,0
247,1
248,1
249,0
250,0
251,0
252,1
253,1
254,1
255,0
256,0
257,1
258,1
259,1
260,0
261,1
262,1
263,1
264,0
265,1
266,1
267,0
268,1
269,1
270,0
271,1
272,0
273,1
274,1
275,0
276,0
277,0
278,0
279,0
280,1
281,0
282,1
283,0
284,0
285,1
286,1
287,0
288,1
289,1
290,0
291,1
292,0
293,0
294,0
295,1
296,1
297,0
298,0
299,1
300,0
301,0
302,1
303,0
304,0
305,1
306,1
307,1
308,1
309,1
310,1
311,0
312,0
313,1
314,1
315,0
316,1
317,0
318,1
319,1
320,0
321,0
322,0
323,1
324,1
325,1
326,1
327,0
328,0
329,1
330,1
331,0
332,0
333,0
334,0
335,0
336,0
337,1
338,1
339,0
340,0
341,1
342,1
343,1
344,0
345,0
346,1
347,0
348,1
349,0
350,0
351,0
352,0
353,1
354,1
355,0
356,1
357,1
358,0
359,0
360,1
361,0
362,1
363,1
364,0
365,1
366,1
367,1
368,0
369,1
370,1
371,0
372,0
373,0
374,0
375,0
376,1
377,0
378,1
379,1
380,0
381,1
382,1
383,1
384,1
385,0
386,0
387,1
388,0
389,1
390,1
391,0
392,1
393,0
394,0
395,1
396,0
397,1
398,1
399,0
400,0
401,1
402,0
403,0
404,1
405,0
406,0
407,0
408,1
409,1
410,0
411,0
412,0
413,1
414,0
415,0
416,1
417,0
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,0
426,1
427,0
428,0
429,1
430,0
431,1
432,1
433,1
434,1
435,1
436,0
437,0
438,0
439,1
440,1
441,0
442,1
443,0
444,1
445,0
446,1
447,1
448,1
449,1
450,1
451,0
452,1
453,0
454,0
455,0
456,1
457,1
458,1
459,0
460,0
461,0
462,1
463,0
464,1
465,1
466,1
467,1
468,0
469,1
470,0
471,1
472,0
473,1
474,1
475,0
476,0
477,1
478,0
479,1
480,0
481,0
482,0
483,1
484,0
485,1
486,1
487,1
488,0
489,1
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,1
498,1
499,0
500,1
501,0
502,0
503,0
504,1
505,0
506,0
507,0
508,1
509,0
510,0
511,1
512,0
513,0
514,0
515,1
516,1
517,0
518,0
519,1
520,0
521,1
522,1
523,0
524,0
525,1
526,1
527,0
528,0
529,0
530,0
531,1
532,0
533,0
534,1
535,0
536,1
537,0
538,1
539,0
540,0
541,1
542,1
543,1
544,0
545,1
546,0
547,1
548,1
549,1
550,0
551,0
552,1
553,1
554,0
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,0
563,0
564,1
565,1
566,1
567,1
568,1
569,0
570,0
571,1
572,1
573,0
574,0
575,1
576,0
577,1
578,0
579,1
580,1
581,0
582,0
583,1
584,0
585,1
586,1
587,1
588,1
589,0
590,0
591,0
592,1
593,1
594,1
595,0
596,1
597,1
598,1
599,0
600,1
601,0
602,1
603,1
604,1
605,1
606,1
607,1
608,0
609,0
610,0
611,1
612,0
613,1
614,0
615,0
616,1
617,1
618,1
619,1
620,1
621,0
622,0
623,1
624,1
625,0
626,0
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,0
637,1
638,0
639,1
640,1
641,1
642,1
643,0
644,0
645,0
646,1
647,1
648,0
649,0
650,0
651,0
652,1
653,1
654,1
655,1
656,1
657,0
658,0
659,0
660,1
661,1
662,0
663,0
664,0
665,1
666,0
667,0
668,0
669,1
670,0
671,1
672,1
673,1
674,1
675,0
676,1
677,0
678,1
679,1
680,0
681,0
682,1
683,1
684,0
685,0
686,1
687,0
688,1
689,1
690,1
691,1
692,1
693,0
694,1
695,1
696,0
697,1
698,1
699,1
700,0
701,0
702,0
703,1
704,0
705,0
706,1
707,0
708,1
709,0
710,0
711,0
712,0
713,1
714,0
715,1
716,1
717,1
718,0
719,1
720,0
721,1
722,0
723,1
724,1
725,1
726,0
727,0
728,0
729,1
730,0
731,0
732,0
733,1
734,0
735,0
736,1
737,0
738,0
739,0
740,1
741,1
742,1
743,0
744,1
745,1
746,0
747,1
748,1
749,1
750,1
751,1
752,1
753,0
754,0
755,0
756,1
757,0
758,1
759,0
760,1
761,0
762,0
763,1
764,1
765,1
766,0
767,0
768,1
769,1
770,0
771,1
772,1
773,1
774,1
775,1
776,0
777,1
778,0
779,1
780,0
781,1
782,0
783,0
784,0
785,1
786,0
787,1
788,1
789,1
790,0
791,1
792,0
793,0
794,0
795,0
796,0
797,0
798,1
799,0
800,1
801,0
802,1
803,0
804,1
805,1
806,1
807,0
808,1
809,1
810,1
811,1
812,0
813,0
814,0
815,1
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,1
824,1
825,0
826,0
827,0
828,1
829,0
830,1
831,1
832,0
833,0
834,1
835,0
836,0
837,0
838,0
839,1
840,0
841,0
842,0
843,0
844,1
845,0
846,0
847,1
848,1
849,0
850,0
851,1
852,1
853,0
854,0
855,1
856,0
857,1
858,0
859,1
860,0
861,0
862,0
863,1
864,0
865,0
866,0
867,1
868,1
869,1
870,0
871,0
872,0
873,1
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,1
882,1
883,0
884,0
885,1
886,1
887,1
888,0
889,0
890,0
891,0
892,1
893,1
894,0
895,1
896,1
897,0
898,0
899,1
900,0
901,1
902,0
903,0
904,0
905,0
906,0
907,0
908,1
909,1
910,1
911,1
912,0
913,1
914,0
915,0
916,0
917,0
918,1
919,1
920,1
921,1
922,0
923,0
924,0
925,1
926,1
927,0
928,1
929,1
930,1
931,0
932,1
933,1
934,0
935,0
936,1
937,0
938,0
939,1
940,0
941,1
942,0
943,1
944,0
945,1
946,1
947,1
948,0
949,1
950,0
951,0
952,1
953,1
954,1
955,0
956,0
957,0
958,1
959,0
960,0
961,1
962,1
963,1
964,1
965,0
966,0
967,0
968,0
969,0
970,1
971,0
972,0
973,1
974,0
975,0
976,0
977,1
978,0
979,1
980,1
981,0
982,0
983,0
984,0
985,0
986,0
987,1
988,0
989,1
990,0
991,1
992,0
993,0
994,0
995,1
996,0
997,0
998,1
999,0
1000,1
1001,0
1002,0
1003,0
1004,1
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,1
1012,0
1013,1
1014,0
1015,1
1016,1
1017,0
1018,0
1019,1
1020,1
1021,0
1022,0
1023,1
1024,0
1025,0
1026,0
1027,1
1028,0
1029,1
1030,0
1031,1
1032,1
1033,0
1034,1
1035,1
1036,0
1037,1
1038,0
1039,1
1040,0
1041,1
1042,1
1043,1
1044,1
1045,1
1046,0
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,0
1060,0
1061,0
1062,0
1063,1
1064,0
1065,1
1066,0
1067,1
1068,1
1069,0
1070,1
1071,0
1072,1
1073,1
1074,0
1075,1
1076,1
1077,1
1078,0
1079,1
1080,1
1081,1
1082,0
1083,1
1084,0
1085,1
1086,1
1087,1
1088,1
1089,1
1090,0
1091,1
1092,1
1093,1
1094,1
1095,0
1096,0
1097,0
1098,1
1099,0
1100,0
1101,1
1102,0
1103,1
1104,1
1105,0
1106,1
1107,0
1108,0
1109,0
1110,0
1111,1
1112,1
1113,0
1114,1
1115,0
1116,1
1117,1
1118,1
1119,0
1120,1
1121,1
1122,0
1123,0
1124,1
1125,1
1126,0
1127,1
1128,0
1129,0
1130,1
1131,1
1132,1
1133,1
1134,1
1135,0
1136,0
1137,0
1138,0
1139,1
1140,1
1141,1
1142,0
1143,0
1144,1
1145,1
1146,1
1147,1
1148,0
1149,0
1150,1
1151,0
1152,0
1153,1
1154,0
1155,1
1156,0
1157,0
1158,0
1159,1
1160,1
1161,1
1162,0
1163,0
1164,1
1165,1
1166,1
1167,0
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,0
1176,0
1177,0
1178,0
1179,1
1180,1
1181,1
1182,0
1183,0
1184,1
1185,0
1186,0
1187,1
1188,1
1189,0
1190,1
1191,0
1192,1
1193,1
1194,0
1195,1
1196,0
1197,1
1198,0
1199,1
1200,1
1201,0
1202,0
1203,0
1204,0
1205,0
1206,1
1207,1
1208,0
1209,0
1210,1
1211,1
1212,0
1213,0
1214,1
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,1
1223,0
1224,1
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,1
1233,0
1234,0
1235,1
1236,0
1237,1
1238,1
1239,0
1240,1
1241,1
1242,0
1243,1
1244,1
1245,0
1246,0
1247,1
1248,0
1249,1
1250,0
1251,1
1252,0
1253,0
1254,1
1255,0
1256,0
1257,0
1258,0
1259,1
1260,0
1261,1
1262,0
1263,0
1264,0
1265,1
1266,0
1267,1
1268,0
1269,0
1270,1
1271,1
1272,1
1273,0
1274,1
1275,0
1276,0
1277,1
1278,1
1279,0
1280,1
1281,1
1282,0
1283,0
1284,0
1285,0
1286,1
1287,0
1288,1
1289,0
1290,0
1291,1
1292,1
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,1
1301,1
1302,1
1303,0
1304,0
1305,1
1306,1
1307,1
1308,0
1309,1
1310,1
1311,1
1312,0
1313,1
1314,1
1315,0
1316,0
1317,0
1318,1
1319,1
1320,0
1321,0
1322,0
1323,0
1324,0
1325,1
1326,1
1327,0
1328,1
1329,1
1330,1
1331,0
1332,0
1333,1
1334,0
1335,0
1336,0
1337,0
1338,0
1339,1
1340,1
1341,0
1342,0
1343,0
1344,1
1345,0
1346,1
1347,1
1348,0
1349,0
1350,0
1351,1
1352,1
1353,0
1354,0
1355,1
1356,1
1357,1
1358,0
1359,0
1360,1
1361,0
1362,1
1363,1
1364,0
1365,1
1366,0
1367,0
1368,1
1369,1
1370,0
1371,0
1372,1
1373,0
1374,1
1375,1
1376,1
1377,0
1378,0
1379,0
1380,0
1381,0
1382,1
1383,0
1384,0
1385,1
1386,1
1387,0
1388,1
1389,0
1390,0
1391,0
1392,1
1393,0
1394,1
1395,1
1396,1
1397,1
1398,0
1399,0
1400,1
1401,1
1402,0
1403,1
1404,0
1405,1
1406,1
1407,0
1408,0
1409,1
1410,0
1411,1
1412,1
1413,0
1414,1
1415,0
1416,0
1417,0
1418,1
1419,1
1420,1
1421,1
1422,0
1423,1
1424,1
1425,1
1426,1
1427,0
1428,1
1429,1
1430,1
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,1
1438,0
1439,0
1440,1
1441,1
1442,0
1443,1
1444,0
1445,0
1446,0
1447,0
1448,1
1449,0
1450,1
1451,1
1452,1
1453,1
1454,0
1455,1
1456,0
1457,1
1458,0
1459,0
1460,0
1461,1
1462,0
1463,0
1464,1
1465,1
1466,1
1467,1
1468,1
1469,1
1470,0
1471,1
1472,0
1473,1
1474,0
1475,1
1476,1
1477,1
1478,0
1479,0
1480,1
1481,0
1482,1
1483,0
1484,1
1485,0
1486,0
1487,0
1488,0
1489,0
1490,1
1491,1
1492,1
1493,1
1494,1
1495,0
1496,1
1497,0
1498,0
1499,1
1500,1
1501,0
1502,0
1503,1
1504,0
1505,1
1506,0
1507,1
1508,1
1509,0
1510,0
1511,1
1512,1
1513,1
1514,1
1515,1
1516,0
1517,0
1518,1
1519,1
1520,0
1521,0
1522,0
1523,1
1524,0
1525,1
1526,0
1527,1
1528,1
1529,1
1530,0
1531,0
1532,1
1533,0
1534,0
1535,1
1536,0
1537,0
1538,1
1539,1
1540,0
1541,0
1542,0
1543,1
1544,1
1545,0
1546,0
1547,0
1548,1
1549,1
1550,1
1551,0
1552,0
1553,1
1554,0
1555,1
1556,1
1557,1
1558,0
1559,1
1560,0
1561,0
1562,0
1563,1
1564,1
1565,1
1566,0
1567,0
1568,1
1569,0
1570,0
1571,0
1572,1
1573,0
1574,1
1575,0
1576,1
1577,0
1578,1
1579,1
1580,1
1581,0
1582,0
1583,0
1584,0
1585,1
1586,0
1587,0
1588,1
1589,0
1590,0
1591,1
1592,1
1593,1
1594,0
1595,1
1596,1
1597,1
1598,1
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,1
1608,0
1609,0
1610,1
1611,0
1612,1
1613,0
1614,1
1615,0
1616,0
1617,0
1618,1
1619,1
1620,1
1621,1
1622,0
1623,0
1624,0
1625,0
1626,1
1627,0
1628,1
1629,1
1630,1
1631,1
1632,1
1633,1
1634,0
1635,0
1636,0
1637,1
1638,1
1639,0
1640,1
1641,1
1642,0
1643,1
1644,0
1645,0
1646,0
1647,1
1648,1
1649,1
1650,0
1651,1
1652,1
1653,0
1654,0
1655,0
1656,1
1657,1
1658,0
1659,0
1660,1
1661,1
1662,0
1663,1
1664,1
1665,0
1666,1
1667,1
1668,0
1669,1
1670,1
1671,1
1672,0
1673,1
1674,1
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,0
1682,0
1683,1
1684,0
1685,1
1686,1
1687,0
1688,1
1689,1
1690,0
1691,0
1692,1
1693,1
1694,0
1695,1
1696,0
1697,0
1698,1
1699,1
1700,1
1701,1
1702,0
1703,1
1704,1
1705,0
1706,0
1707,0
1708,0
1709,0
1710,1
1711,1
1712,0
1713,0
1714,0
1715,0
1716,1
1717,0
1718,0
1719,1
1720,1
1721,1
1722,0
1723,0
1724,0
1725,0
1726,1
1727,1
1728,0
1729,0
1730,1
1731,1
1732,1
1733,1
1734,0
1735,1
1736,1
1737,0
1738,1
1739,1
1740,1
1741,1
1742,0
1743,0
1744,1
1745,0
1746,1
1747,0
1748,1
1749,0
1750,0
1751,0
1752,1
1753,1
1754,0
1755,0
1756,1
1757,0
1758,0
1759,0
1760,0
1761,0
1762,1
1763,1
1764,0
1765,0
1766,0
1767,1
1768,1
1769,0
1770,0
1771,1
1772,1
1773,0
1774,1
1775,0
1776,0
1777,0
1778,1
1779,1
1780,0
1781,0
1782,0
1783,0
1784,1
1785,1
1786,0
1787,0
1788,1
1789,1
1790,0
1791,1
1792,0
1793,1
1794,0
1795,0
1796,1
1797,1
1798,1
1799,0
1800,0
1801,0
1802,0
1803,1
1804,1
1805,0
1806,1
1807,1
1808,1
1809,1
1810,1
1811,0
1812,0
1813,0
1814,0
1815,0
1816,1
1817,1
1818,0
1819,1
1820,1
1821,0
1822,1
1823,1
1824,1
1825,0
1826,0
1827,0
1828,0
1829,0
1830,1
1831,1
1832,1
1833,1
1834,0
1835,1
1836,0
1837,0
1838,1
1839,1
1840,0
1841,0
1842,0
1843,0
1844,0
1845,1
1846,1
1847,1
1848,0
1849,1
1850,0
1851,1
1852,0
1853,1
1854,1
1855,1
1856,1
1857,1
1858,0
1859,1
1860,0
1861,0
1862,1
1863,1
1864,0
1865,0
1866,1
1867,1
1868,1
1869,1
1870,0
1871,1
1872,0
1873,1
1874,0
1875,0
1876,0
1877,0
1878,1
1879,0
1880,1
1881,1
1882,0
1883,1
1884,0
1885,0
1886,0
1887,1
1888,0
1889,1
1890,0
1891,0
1892,1
1893,0
1894,0
1895,0
1896,1
1897,1
1898,0
1899,0
1900,1
1901,0
1902,0
1903,1
1904,0
1905,0
1906,0
1907,1
1908,0
1909,0
1910,0
1911,1
1912,1
1913,0
1914,1
1915,0
1916,1
1917,0
1918,0
1919,0
1920,1
1921,1
1922,0
1923,0
1924,1
1925,1
1926,1
1927,0
1928,0
1929,1
1930,0
1931,1
1932,0
1933,0
1934,0
1935,0
1936,1
1937,1
1938,0
1939,1
1940,1
1941,0
1942,0
1943,0
1944,1
1945,1
1946,1
1947,0
1948,1
1949,1
1950,1
1951,1
1952,1
1953,0
1954,1
1955,0
1956,0
1957,0
1958,1
1959,1
1960,0
1961,0
1962,1
1963,0
1964,1
1965,1
1966,0
1967,0
1968,1
1969,0
1970,1
1971,1
1972,1
1973,1
1974,0
1975,0
1976,0
1977,0
1978,1
1979,1
1980,1
1981,0
1982,0
1983,0
1984,1
1985,0
1986,0
1987,1
1988,1
1989,1
1990,0
1991,0
1992,1
1993,1
1994,0
1995,0
1996,1
1997,0
1998,0
1999,1
2000,0
2001,1
2002,0
2003,0
2004,1
2005,1
2006,1
2007,0
2008,1
2009,0
2010,0
2011,0
2012,0
2013,1
2014,1
2015,1
2016,1
2017,0
2018,1
2019,1
2020,0
2021,1
2022,0
2023,0
2024,1
2025,1
2026,0
2027,0
2028,0
2029,1
2030,1
2031,1
2032,0
2033,0
2034,1
2035,1
2036,0
2037,1
2038,1
2039,1
2040,1
2041,1
2042,0
2043,1
2044,0
2045,1
2046,0
2047,0
2048,1
2049,1
2050,0
2051,0
2052,1
2053,1
2054,1
2055,0
2056,0
2057,1
2058,1
2059,0
2060,1
2061,1
2062,1
2063,1
2064,0
2065,1
2066,0
2067,0
2068,1
2069,1
2070,1
2071,1
2072,1
2073,1
2074,0
2075,1
2076,0
2077,1
2078,0
2079,1
2080,1
2081,1
2082,0
2083,0
2084,1
2085,0
2086,0
2087,1
2088,1
2089,1
2090,1
2091,0
2092,1
2093,1
2094,1
2095,1
2096,1
2097,0
2098,1
2099,0
2100,1
2101,1
2102,0
2103,1
2104,1
2105,1
2106,0
2107,1
2108,0
2109,1
2110,1
2111,0
2112,1
2113,1
2114,1
2115,0
2116,0
2117,0
2118,0
2119,1
2120,1
2121,1
2122,1
2123,1
2124,1
2125,1
2126,1
2127,1
2128,0
2129,0
2130,0
2131,1
2132,0
2133,1
2134,1
2135,0
2136,0
2137,0
2138,0
2139,1
2140,1
2141,1
2142,0
2143,1
2144,1
2145,1
2146,0
2147,1
2148,0
2149,1
2150,0
2151,0
2152,0
2153,1
2154,1
2155,0
2156,0
2157,0
2158,0
2159,1
2160,0
2161,1
2162,0
2163,1
2164,1
2165,1
2166,1
2167,0
2168,1
2169,1
2170,1
2171,1
2172,1
2173,0
2174,1
2175,1
2176,1
2177,0
2178,1
2179,0
2180,1
2181,0
2182,0
2183,0
2184,1
2185,0
2186,0
2187,0
2188,0
2189,1
2190,1
2191,0
2192,1
2193,0
2194,0
2195,0
2196,1
2197,0
2198,0
2199,1
2200,0
2201,0
2202,1
2203,0
2204,1
2205,0
2206,1
2207,0
2208,0
2209,1
2210,1
2211,0
2212,0
2213,1
2214,1
2215,1
2216,0
2217,0
2218,1
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,1
2230,1
2231,1
2232,0
2233,1
2234,1
2235,0
2236,0
2237,1
2238,1
2239,0
2240,1
2241,0
2242,1
2243,0
2244,0
2245,0
2246,1
2247,0
2248,1
2249,1
2250,1
2251,1
2252,0
2253,0
2254,0
2255,0
2256,0
2257,1
2258,1
2259,1
2260,0
2261,0
2262,0
2263,0
2264,1
2265,0
2266,0
2267,1
2268,0
2269,0
2270,1
2271,0
2272,0
2273,1
2274,1
2275,1
2276,0
2277,1
2278,0
2279,1
2280,0
2281,0
2282,1
2283,1
2284,0
2285,0
2286,1
2287,0
2288,1
2289,1
2290,0
2291,0
2292,1
2293,0
2294,1
2295,1
2296,0
2297,0
2298,0
2299,1
2300,0
2301,1
2302,0
2303,0
2304,1
2305,0
2306,1
2307,1
2308,1
2309,0
2310,1
2311,1
2312,1
2313,0
2314,0
2315,0
2316,0
2317,0
2318,1
2319,0
2320,0
2321,0
2322,1
2323,1
2324,1
2325,1
2326,0
2327,1
2328,0
2329,0
2330,1
2331,1
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,0
2342,1
2343,0
2344,0
2345,0
2346,1
2347,1
2348,1
2349,1
2350,0
2351,0
2352,1
2353,1
2354,1
2355,1
2356,0
2357,1
2358,1
2359,1
2360,1
2361,0
2362,1
2363,0
2364,0
2365,0
2366,1
2367,0
2368,1
2369,1
2370,0
2371,1
2372,1
2373,0
2374,1
2375,1
2376,1
2377,0
2378,0
2379,0
2380,0
2381,1
2382,0
2383,0
2384,0
2385,1
2386,0
2387,0
2388,1
2389,0
2390,0
2391,0
2392,1
2393,0
2394,0
2395,1
2396,0
2397,1
2398,0
2399,1
2400,0
2401,0
2402,0
2403,1
2404,1
2405,1
2406,1
2407,1
2408,0
2409,1
2410,1
2411,1
2412,1
2413,1
2414,1
2415,0
2416,0
2417,1
2418,1
2419,1
2420,1
2421,1
2422,0
2423,1
2424,0
2425,0
2426,0
2427,1
2428,1
2429,0
2430,0
2431,1
2432,1
2433,0
2434,0
2435,0
2436,0
2437,1
2438,0
2439,0
2440,1
2441,0
2442,1
2443,0
2444,0
2445,0
2446,1
2447,1
2448,1
2449,0
2450,0
2451,0
2452,1
2453,1
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,0
2461,0
2462,1
2463,1
2464,1
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,1
2473,1
2474,1
2475,0
2476,0
2477,0
2478,1
2479,0
2480,1
2481,0
2482,0
2483,1
2484,1
2485,0
2486,1
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,1
2495,0
2496,0
2497,0
2498,0
2499,0
2500,1
2501,1
2502,0
2503,0
2504,0
2505,0
2506,0
2507,0
2508,0
2509,1
2510,1
2511,1
2512,1
2513,1
2514,0
2515,1
2516,0
2517,0
2518,0
2519,1
2520,1
2521,1
2522,1
2523,1
2524,0
2525,0
2526,1
2527,0
2528,0
2529,1
2530,0
2531,1
2532,1
2533,1
2534,0
2535,0
2536,0
2537,0
2538,1
2539,0
2540,1
2541,1
2542,1
2543,1
2544,1
2545,0
2546,1
2547,1
2548,1
2549,1
2550,1
2551,1
2552,1
2553,0
2554,0
2555,1
2556,1
2557,0
2558,0
2559,1
2560,0
2561,0
2562,1
2563,1
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,1
2571,0
2572,1
2573,1
2574,0
2575,1
2576,1
2577,1
2578,0
2579,0
2580,0
2581,0
2582,1
2583,0
2584,0
2585,0
2586,1
2587,0
2588,0
2589,0
2590,1
2591,1
2592,0
2593,0
2594,1
2595,0
2596,0
2597,1
2598,1
2599,1
2600,0
2601,1
2602,0
2603,0
2604,1
2605,1
2606,1
2607,0
2608,0
2609,0
2610,0
2611,0
2612,1
2613,1
2614,0
2615,1
2616,1
2617,0
2618,1
2619,1
2620,1
2621,0
2622,0
2623,1
2624,0
2625,0
2626,1
2627,0
2628,1
2629,0
2630,0
2631,0
2632,0
2633,1
2634,1
2635,1
2636,1
2637,1
2638,1
2639,1
2640,0
2641,0
2642,0
2643,1
2644,1
2645,0
2646,0
2647,1
2648,1
2649,0
2650,1
2651,0
2652,0
2653,0
2654,1
2655,0
2656,0
2657,1
2658,0
2659,0
2660,0
2661,0
2662,1
2663,1
2664,1
2665,0
2666,1
2667,1
2668,1
2669,1
2670,1
2671,1
2672,0
2673,1
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,1
2682,0
2683,0
2684,1
2685,1
2686,1
2687,0
2688,1
2689,1
2690,0
2691,1
2692,1
2693,0
2694,0
2695,0
2696,1
2697,0
2698,1
2699,0
2700,0
2701,1
2702,1
2703,1
2704,1
2705,0
2706,0
2707,1
2708,1
2709,1
2710,1
2711,0
2712,1
2713,1
2714,1
2715,0
2716,1
2717,1
2718,1
2719,0
2720,1
2721,0
2722,0
2723,1
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,1
2731,0
2732,1
2733,0
2734,1
2735,0
2736,0
2737,1
2738,1
2739,1
2740,1
2741,1
2742,0
2743,1
2744,0
2745,1
2746,1
2747,1
2748,0
2749,0
2750,1
2751,1
2752,1
2753,1
2754,1
2755,0
2756,1
2757,1
2758,1
2759,1
2760,0
2761,1
2762,0
2763,0
2764,1
2765,0
2766,1
2767,0
2768,0
2769,1
2770,0
2771,1
2772,1
2773,1
2774,1
2775,1
2776,1
2777,0
2778,0
2779,0
2780,1
2781,0
2782,1
2783,1
2784,0
2785,0
2786,1
2787,0
2788,1
2789,0
2790,1
2791,1
2792,1
2793,0
2794,0
2795,0
2796,1
2797,0
2798,1
2799,0
2800,0
2801,1
2802,1
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,1
2810,0
2811,1
2812,0
2813,1
2814,1
2815,0
2816,0
